ID,Education,Income,Kidhome,Teenhome,MntWines,MntFruits,NumWebPurchases,NumStorePurchases,Response
2258,Graduation,32880.0,1,0,8,4,1,3,0
4322,PhD,77863.0,0,0,881,38,4,10,0
713,Master,50353.0,0,0,141,15,4,6,0
4702,Graduation,61839.0,0,0,1000,155,4,4,0
3281,PhD,49154.0,1,1,206,10,4,8,0
702,2n Cycle,47682.0,0,1,162,61,4,8,0
2004,Graduation,72679.0,0,1,619,54,4,5,0
4769,Master,57954.0,1,1,456,4,8,6,0
4437,Graduation,65316.0,1,1,112,6,3,5,0
8724,Graduation,28567.0,1,0,11,3,2,3,0
10741,Master,47352.0,0,1,172,12,6,5,0
1991,Graduation,44931.0,0,1,78,0,2,3,0
6931,Graduation,76982.0,0,0,464,151,8,4,1
11096,2n Cycle,57247.0,0,1,99,4,2,7,0
304,Master,22944.0,1,0,19,3,3,3,0
3665,2n Cycle,25315.0,1,0,1,9,3,3,0
10591,Graduation,43638.0,0,1,63,10,4,4,0
5036,PhD,42710.0,1,0,252,3,4,3,0
5547,PhD,84169.0,0,0,1478,19,7,6,1
7822,Graduation,54058.0,0,1,198,18,4,8,0
8541,2n Cycle,24683.0,1,0,8,4,2,4,0
10955,Graduation,85620.0,0,0,416,46,3,4,1
4368,Graduation,47850.0,1,0,42,7,3,4,0
9671,Graduation,19514.0,1,1,14,3,3,2,1
2256,Master,27159.0,1,1,17,0,1,3,0
4279,2n Cycle,39548.0,1,1,15,4,1,3,0
5371,Graduation,21474.0,1,0,6,16,3,2,1
9240,PhD,60504.0,0,1,458,0,6,8,0
9460,Graduation,22419.0,0,0,30,3,3,2,0
9504,Master,81698.0,0,0,179,28,3,13,1
8692,Graduation,43462.0,1,1,90,17,4,5,0
448,PhD,54880.0,1,0,308,85,6,11,0
8314,Graduation,79908.0,0,0,557,129,5,7,0
8420,2n Cycle,15315.0,0,0,7,4,2,4,0
3174,Graduation,87771.0,0,1,1492,38,5,4,1
7685,Graduation,33039.0,1,0,30,8,2,4,0
3179,Graduation,81741.0,0,0,249,153,6,7,0
9780,Master,71499.0,0,1,465,25,8,13,0
10681,2n Cycle,62466.0,0,1,129,129,6,12,0
10232,PhD,48799.0,0,1,174,18,3,7,0
4184,PhD,52157.0,0,1,189,2,3,5,0
9120,Graduation,66565.0,0,1,747,10,4,9,0
891,Master,29298.0,1,1,6,0,1,2,0
10381,Graduation,47691.0,0,1,14,0,1,2,0
3525,Graduation,38200.0,1,1,12,0,1,2,0
6818,Graduation,44989.0,0,1,98,0,5,5,0
3526,PhD,38443.0,1,1,32,0,1,3,0
8181,2n Cycle,38593.0,1,0,51,12,4,3,0
1029,PhD,64413.0,0,1,200,5,5,5,0
7369,Master,36959.0,1,0,25,6,2,3,0
2574,PhD,61996.0,0,1,1050,12,6,8,1
8159,Graduation,51287.0,1,1,117,0,4,3,0
1160,Graduation,13260.0,1,1,9,4,3,3,0
10242,PhD,47472.0,1,1,56,0,2,4,0
5253,Master,54603.0,1,1,145,13,4,4,0
5966,PhD,45207.0,1,1,203,0,3,6,0
5314,Graduation,40689.0,0,1,270,3,7,5,0
5081,2n Cycle,47821.0,1,1,9,0,1,3,0
5123,Master,27450.0,0,0,37,12,2,3,0
5756,Graduation,39453.0,1,0,46,0,2,3,0
8036,2n Cycle,26850.0,1,1,31,1,2,4,0
9058,Graduation,79800.0,0,0,1060,21,5,5,1
5057,Master,61794.0,0,1,264,47,4,10,0
254,Graduation,53863.0,0,1,399,4,7,7,0
4179,Graduation,24221.0,0,0,8,9,1,3,0
3710,PhD,39684.0,1,0,19,0,2,2,1
7627,Master,92163.0,0,0,817,183,5,5,1
4501,Master,69882.0,0,0,292,127,3,9,0
6424,Graduation,33178.0,1,0,12,6,1,3,0
3075,PhD,59973.0,0,0,130,30,3,7,0
4992,Master,17459.0,1,0,6,4,3,2,1
5252,Graduation,23910.0,1,0,16,12,2,3,0
7444,Master,42169.0,1,1,19,0,1,3,0
6919,2n Cycle,26224.0,1,0,4,7,2,3,0
3537,Graduation,31089.0,1,0,31,3,3,4,0
10277,Graduation,30081.0,0,1,36,0,1,3,0
2453,Graduation,62807.0,0,1,526,28,5,12,0
7972,Graduation,72906.0,0,0,400,32,3,9,0
895,PhD,61467.0,0,2,410,16,5,10,0
1177,Master,49618.0,1,1,80,3,3,3,0
7141,Master,21888.0,1,0,88,10,5,2,1
7232,Graduation,42429.0,0,1,55,0,1,3,0
8477,Graduation,26150.0,2,1,5,1,1,3,0
2457,Basic,30801.0,0,1,8,4,1,3,0
988,Graduation,81168.0,0,0,410,0,6,7,0
7930,Master,26877.0,0,0,101,13,3,6,0
4587,Master,45006.0,0,0,162,25,3,7,0
6682,Basic,18978.0,1,0,2,8,1,3,0
6222,Graduation,22574.0,2,1,25,0,2,3,0
10299,PhD,48240.0,0,0,389,91,6,13,1
3083,Graduation,45837.0,1,1,215,13,6,5,0
8953,Master,35791.0,2,1,27,0,1,3,0
1503,PhD,162397.0,1,1,85,1,0,1,0
8650,Graduation,54162.0,1,1,5,6,1,3,0
10862,Master,30522.0,0,1,179,8,1,9,0
2782,PhD,54456.0,0,1,352,0,6,7,0
6941,Graduation,31632.0,0,0,17,8,2,2,0
10972,Graduation,72298.0,0,0,625,35,4,6,0
10708,2n Cycle,36975.0,1,0,10,6,1,3,0
6583,2n Cycle,72635.0,0,0,390,22,6,6,0
3641,Graduation,13624.0,1,0,10,2,2,3,0
10156,Graduation,84196.0,0,1,215,63,8,7,0
4299,Graduation,70971.0,0,1,1001,17,11,5,1
3469,PhD,34487.0,1,1,19,18,3,3,0
5063,Graduation,28769.0,1,0,41,5,4,4,0
10727,PhD,69084.0,1,0,1181,107,7,13,0
9624,PhD,65488.0,0,0,603,45,3,6,0
5156,2n Cycle,62466.0,0,1,129,129,6,12,0
4376,2n Cycle,32218.0,0,0,10,24,2,3,1
8923,Graduation,83917.0,0,0,514,22,6,7,1
8461,Graduation,46102.0,2,1,14,0,1,2,0
6945,Graduation,84574.0,0,0,387,20,9,11,0
944,Graduation,56181.0,0,1,121,103,4,7,0
1907,Master,63120.0,0,1,965,69,8,9,1
701,Graduation,73691.0,0,1,707,21,6,8,0
3856,Graduation,63381.0,0,1,571,50,4,13,0
4149,PhD,76140.0,0,0,586,66,5,6,0
2131,PhD,62859.0,0,1,1063,89,9,6,0
2942,Graduation,45906.0,0,1,305,3,5,4,0
1173,Master,77632.0,0,0,1200,105,4,6,1
4381,PhD,46463.0,1,1,163,2,3,6,0
4611,Graduation,105471.0,0,0,1009,181,9,13,1
3376,Master,55282.0,1,0,125,6,3,6,0
4679,Master,78710.0,0,1,721,0,7,12,0
10928,Graduation,66886.0,0,1,315,4,7,7,0
4248,Master,98777.0,0,0,1000,19,4,9,0
6728,Graduation,29103.0,1,0,16,0,1,3,0
6661,Graduation,67445.0,0,1,757,80,9,12,0
4725,PhD,50616.0,0,1,30,2,1,4,0
3277,Graduation,49431.0,0,1,219,3,7,5,0
5555,Graduation,153924.0,0,0,1,1,0,0,0
2564,Graduation,61278.0,0,1,111,3,3,4,0
946,2n Cycle,26490.0,0,0,45,47,3,5,0
3867,PhD,73059.0,0,1,410,112,9,13,0
6940,PhD,46734.0,1,2,100,1,3,3,0
55,Graduation,56253.0,0,1,509,0,7,9,0
7093,Graduation,19986.0,1,0,3,6,0,3,0
5084,Graduation,58330.0,0,1,445,53,6,13,0
1777,Basic,25965.0,0,0,2,2,2,3,0
8162,Master,14661.0,0,0,4,1,1,3,0
10826,Graduation,18690.0,0,0,6,1,1,2,0
8754,PhD,45068.0,0,1,14,0,1,2,0
1987,Basic,21063.0,1,0,1,10,2,3,0
11007,PhD,29187.0,1,0,26,0,1,3,0
7426,2n Cycle,54690.0,1,1,111,16,3,5,0
9153,PhD,59304.0,0,1,418,61,7,10,0
10379,Master,59247.0,0,2,327,9,5,9,0
9204,Graduation,66731.0,0,1,371,159,4,6,0
3197,Graduation,77353.0,0,1,275,59,6,8,0
2920,PhD,52614.0,0,1,789,0,2,8,0
6961,Graduation,26751.0,2,0,1,1,1,2,0
4673,PhD,81300.0,0,1,1004,12,10,5,1
9937,Graduation,70337.0,0,0,187,81,2,12,0
8779,2n Cycle,36145.0,1,0,56,4,4,3,1
9596,PhD,65295.0,0,0,365,32,3,13,0
2891,Graduation,68118.0,0,1,595,23,8,4,0
4910,Graduation,68743.0,0,0,1132,134,11,13,0
75,2n Cycle,41039.0,0,0,34,11,8,5,0
10120,Graduation,38946.0,0,1,116,6,3,6,0
6327,Graduation,65777.0,0,0,565,32,2,6,0
10142,PhD,66476.0,0,1,372,18,5,11,0
9826,PhD,86857.0,0,0,899,102,5,10,1
1501,PhD,160803.0,0,0,55,16,0,1,0
10767,PhD,77845.0,0,0,760,40,3,12,0
7279,PhD,69476.0,0,0,260,86,4,4,0
7230,PhD,50611.0,0,1,459,0,4,7,1
143,Graduation,61209.0,0,0,466,0,5,4,0
450,Master,42315.0,0,1,67,15,1,4,0
9316,Basic,13084.0,0,0,2,0,1,3,0
6379,Master,47570.0,1,1,67,1,2,2,1
9239,Master,61923.0,0,2,92,4,2,4,0
8315,Graduation,34824.0,0,0,4,2,1,2,0
2868,PhD,26518.0,1,1,20,1,2,3,1
10888,Graduation,45938.0,0,0,273,11,8,6,0
1277,Graduation,78468.0,0,0,434,22,10,10,0
9977,Graduation,78901.0,0,1,321,11,9,5,0
10196,Graduation,71427.0,2,0,212,123,8,8,0
6384,Graduation,71022.0,0,1,909,12,5,11,0
8029,Master,90247.0,0,0,1184,32,3,7,1
968,Master,41335.0,1,0,112,19,4,4,0
6988,Graduation,71952.0,1,0,656,80,8,8,0
4472,PhD,35682.0,1,0,23,0,1,3,0
6991,Graduation,43185.0,0,1,537,6,9,6,0
3336,PhD,66375.0,0,1,712,0,2,5,0
4301,Master,35178.0,1,0,23,1,1,2,1
1940,Graduation,25252.0,1,0,1,3,1,2,0
1272,Master,55250.0,0,1,664,58,7,10,0
1388,Graduation,33249.0,1,0,6,10,2,3,0
1044,Graduation,58398.0,0,0,299,5,5,8,0
6969,Graduation,50272.0,1,0,99,13,4,5,0
10479,PhD,76618.0,0,0,749,40,3,5,0
3619,2n Cycle,87305.0,0,0,345,25,5,8,1
1715,Graduation,25851.0,1,0,9,4,2,3,0
10159,Graduation,58710.0,0,1,440,81,11,9,0
1463,Graduation,45160.0,1,1,8,2,1,2,0
5114,Master,74806.0,0,1,670,9,5,5,0
4990,Graduation,59111.0,0,0,524,0,11,8,0
4329,PhD,18988.0,1,0,6,0,1,3,0
10936,Graduation,72190.0,0,0,597,166,5,4,0
4692,Graduation,7500.0,1,0,7,0,4,2,1
7212,Graduation,44794.0,0,1,54,0,2,3,0
6086,Graduation,80395.0,0,0,445,25,6,12,0
437,Master,75012.0,0,0,294,142,3,11,0
11171,Master,56962.0,2,1,292,3,6,5,0
11101,Graduation,89891.0,0,0,412,22,11,8,0
5329,PhD,35946.0,1,1,8,0,0,3,0
610,PhD,53593.0,1,1,349,4,7,6,0
9384,Graduation,66373.0,1,1,328,9,4,10,0
5956,PhD,45072.0,1,2,144,2,6,4,0
10430,Graduation,89694.0,1,1,1126,28,4,4,0
7875,Graduation,72025.0,0,0,967,0,4,13,1
7072,Graduation,67432.0,0,1,432,79,8,4,0
6255,Master,70545.0,0,1,138,39,4,7,0
6516,Basic,17487.0,1,0,0,0,1,2,0
5564,Graduation,62882.0,0,1,509,133,7,6,0
5682,PhD,64108.0,0,1,948,10,6,11,0
7458,Master,34941.0,1,1,39,2,3,3,0
5237,PhD,48767.0,1,2,28,1,2,3,0
7761,2n Cycle,38702.0,1,0,13,11,3,4,0
5278,Graduation,82224.0,0,0,307,26,6,5,0
3560,Graduation,83844.0,0,0,901,31,4,11,0
7235,2n Cycle,17003.0,1,0,2,5,2,4,0
10548,Graduation,71163.0,0,0,283,17,3,12,0
2281,Graduation,33697.0,1,0,4,3,1,2,0
4073,2n Cycle,63564.0,0,0,769,80,10,7,1
6974,PhD,83443.0,0,0,518,42,6,5,0
7938,PhD,51518.0,0,1,350,8,3,10,0
7094,Graduation,58330.0,0,1,445,53,6,13,0
3667,Graduation,80952.0,0,0,778,178,8,11,1
7723,Graduation,75507.0,0,0,709,93,8,6,0
3870,2n Cycle,63855.0,0,0,359,35,7,13,0
4012,PhD,62220.0,0,1,799,12,7,5,1
5909,Graduation,58512.0,0,1,895,10,3,8,0
10470,Master,40662.0,1,0,40,2,2,3,0
6488,PhD,38829.0,0,1,76,0,3,2,0
10270,2n Cycle,35523.0,1,0,11,5,3,3,0
6887,Graduation,79146.0,1,1,245,16,8,8,0
6406,Master,78285.0,0,0,647,107,6,10,0
7573,PhD,31626.0,1,0,39,1,2,2,1
4508,Graduation,75127.0,0,0,203,35,2,5,0
221,Graduation,48726.0,0,1,138,3,3,4,0
5331,Graduation,74985.0,0,0,587,51,3,7,0
1911,Graduation,67430.0,0,0,595,97,11,12,0
20,2n Cycle,46891.0,0,1,43,12,2,4,0
8786,Master,62058.0,0,1,301,7,6,7,0
10582,Graduation,72063.0,0,1,180,32,5,12,0
1915,PhD,78939.0,0,0,794,115,8,6,0
8897,Graduation,42720.0,1,1,392,5,7,7,1
2371,Graduation,33622.0,1,1,39,1,2,4,0
4303,PhD,6835.0,0,1,107,2,0,1,0
6825,Graduation,41452.0,1,1,13,0,1,2,0
1072,PhD,40760.0,0,1,70,0,2,3,0
4964,PhD,74250.0,0,0,680,11,2,4,0
2461,Master,51124.0,1,1,26,1,1,3,0
10736,Graduation,72258.0,0,1,522,0,6,5,0
3194,PhD,71466.0,0,0,412,12,4,10,0
10839,Graduation,36283.0,1,1,6,5,1,3,0
49,Graduation,20587.0,1,0,2,3,1,2,0
4290,Graduation,30467.0,1,0,1,3,1,2,0
10219,Graduation,31590.0,1,0,6,2,1,3,0
4211,Basic,20425.0,1,0,4,12,2,3,0
1135,Master,17144.0,1,1,18,2,3,4,0
6299,PhD,42564.0,0,1,324,48,6,4,1
10846,Master,43783.0,1,0,327,9,7,8,0
347,Graduation,40780.0,0,1,229,27,7,5,0
6543,Master,62847.0,0,0,521,168,3,4,0
10446,PhD,82017.0,0,0,184,23,5,7,1
3479,Graduation,16813.0,0,0,4,8,2,3,0
11075,Graduation,51267.0,1,1,183,2,3,5,0
4442,Graduation,46524.0,0,1,31,19,1,5,0
199,Master,45183.0,0,0,219,3,4,7,0
6722,PhD,70421.0,0,1,479,28,10,7,0
796,2n Cycle,60161.0,0,1,584,44,11,8,0
3749,Graduation,73926.0,0,0,627,91,6,12,0
8523,Graduation,19329.0,1,0,24,1,4,3,0
310,Master,61872.0,0,1,330,5,4,9,0
8629,Graduation,46984.0,1,1,19,1,1,3,0
236,Graduation,34838.0,1,1,28,23,2,4,0
9930,PhD,82716.0,0,0,606,148,6,13,0
3483,Graduation,48192.0,0,0,1039,43,2,12,1
4599,Master,49681.0,0,2,411,0,7,7,0
7326,Master,56850.0,0,1,34,1,1,3,0
7352,Graduation,55267.0,0,1,161,28,3,6,0
2350,Graduation,59666.0,1,1,623,53,3,8,0
9145,Graduation,72504.0,0,1,604,26,5,6,0
2964,Graduation,26872.0,0,0,3,10,1,2,0
5585,Graduation,21359.0,1,0,12,2,2,3,1
9687,Graduation,73170.0,0,0,184,174,5,6,0
3732,Master,52750.0,0,1,393,0,5,9,0
6303,PhD,91820.0,0,0,410,73,5,12,0
11176,PhD,65968.0,0,1,376,9,5,7,0
2986,Graduation,30772.0,1,1,7,2,1,2,0
7462,Graduation,22507.0,0,0,68,0,10,4,0
3900,Graduation,65685.0,0,1,642,14,9,9,0
7034,2n Cycle,25804.0,1,0,8,7,2,3,0
9493,PhD,76412.0,0,0,840,53,5,8,1
1143,Graduation,22063.0,1,0,7,10,2,3,0
1,Graduation,57091.0,0,0,464,5,7,7,1
3855,Graduation,22419.0,0,0,30,3,3,2,0
5536,Graduation,87771.0,0,1,1492,38,5,4,1
5989,2n Cycle,78353.0,0,1,752,122,10,11,0
9499,Graduation,93404.0,1,2,1279,15,3,7,0
6768,Graduation,37859.0,1,2,22,1,1,3,0
2150,PhD,80995.0,0,1,860,28,8,4,0
6646,Graduation,16529.0,1,0,3,0,1,3,0
4887,PhD,55412.0,1,1,10,5,2,3,0
8560,Graduation,48789.0,0,0,351,16,6,7,0
3321,PhD,56575.0,0,2,421,5,7,7,0
11003,2n Cycle,25130.0,1,0,2,5,2,3,0
10402,Graduation,35441.0,1,1,25,1,1,3,0
9904,Graduation,71391.0,0,1,336,123,6,12,0
6141,Master,49494.0,1,0,191,9,6,5,0
5687,Graduation,81702.0,0,0,563,50,7,12,0
10856,2n Cycle,45889.0,0,1,31,0,1,3,0
5121,Graduation,56628.0,0,1,479,5,7,5,0
4186,Graduation,34026.0,1,1,18,6,2,3,0
368,Graduation,40049.0,0,1,91,65,3,6,0
3312,Graduation,34176.0,1,0,5,7,3,4,0
11121,Graduation,19419.0,1,0,2,14,4,3,0
5332,2n Cycle,82504.0,0,0,362,50,3,7,0
5848,Graduation,81205.0,0,0,724,74,5,7,1
10343,2n Cycle,61618.0,0,0,605,91,3,8,0
5935,Master,55284.0,0,1,547,7,7,8,0
2895,Graduation,49980.0,0,1,104,1,3,5,0
10262,Graduation,15072.0,2,0,8,2,3,3,0
7848,Graduation,49166.0,0,1,224,2,5,3,0
9477,PhD,65324.0,0,1,384,0,6,9,0
4856,2n Cycle,82347.0,0,0,556,54,7,10,0
7186,PhD,30843.0,1,1,24,0,1,2,0
5794,PhD,46374.0,0,1,408,0,7,7,1
1456,Graduation,60474.0,0,1,265,199,10,12,0
4877,Master,38576.0,0,1,34,0,1,3,0
425,Graduation,55357.0,2,0,374,64,6,11,0
3007,Graduation,37758.0,1,1,27,2,1,3,0
1031,2n Cycle,85710.0,0,0,600,20,6,10,0
4297,Graduation,23228.0,1,0,13,2,2,3,0
807,Master,44602.0,1,1,167,2,6,4,0
9553,Graduation,7500.0,0,0,0,2,0,3,0
4271,2n Cycle,38683.0,1,0,46,35,4,6,0
4120,2n Cycle,49514.0,1,0,88,39,6,4,0
2036,PhD,57906.0,0,1,243,11,4,8,0
115,Master,43456.0,0,1,275,11,5,8,0
4259,Master,19485.0,2,0,6,0,1,2,0
8687,Graduation,53172.0,0,1,121,62,2,8,0
2447,Graduation,30545.0,1,0,4,12,2,3,0
10140,PhD,70123.0,0,0,1308,0,5,4,0
9353,Graduation,62450.0,0,1,515,47,5,4,0
3623,Graduation,21675.0,1,0,4,0,4,3,0
738,2n Cycle,42395.0,1,1,48,13,3,4,0
7631,Master,61346.0,1,0,562,58,5,10,0
4789,Graduation,80812.0,0,0,769,22,4,5,0
773,Master,42835.0,1,1,379,4,6,4,0
10602,Graduation,39922.0,1,0,29,12,3,4,0
1446,Master,86424.0,0,0,387,68,6,12,0
3270,2n Cycle,17117.0,1,0,12,23,3,3,0
8443,Graduation,24762.0,1,0,6,10,3,2,1
9653,Graduation,35797.0,0,1,27,1,2,3,0
8916,Graduation,36627.0,2,0,9,1,0,3,0
8017,2n Cycle,51111.0,1,1,22,0,2,3,0
5830,PhD,86857.0,0,0,899,102,5,10,1
4597,PhD,82072.0,0,0,889,55,3,13,0
7023,PhD,46231.0,2,1,189,2,6,4,0
8086,Graduation,42243.0,1,1,48,0,2,3,0
8825,Graduation,51195.0,1,1,230,14,9,5,0
2930,Master,68092.0,0,0,852,60,2,10,0
1928,Graduation,31814.0,1,0,35,3,2,3,0
7108,Master,51390.0,1,1,205,20,5,5,0
10925,Graduation,76630.0,0,0,255,31,3,11,0
9960,Basic,26868.0,1,0,0,0,1,2,0
8800,PhD,48948.0,0,0,437,8,7,5,1
9224,PhD,55260.0,0,1,825,8,8,5,0
5519,Graduation,64090.0,0,1,316,58,6,4,1
5046,Graduation,78331.0,0,1,756,138,10,7,0
7037,PhD,37087.0,1,0,194,55,4,8,0
905,Graduation,21846.0,1,0,7,17,4,3,0
8624,Graduation,81320.0,0,0,183,33,4,10,0
8945,Graduation,54137.0,0,1,171,0,4,4,0
6445,Graduation,66825.0,0,0,243,101,4,6,0
2727,Graduation,57100.0,0,0,181,21,3,6,0
6404,Graduation,58917.0,1,2,151,7,4,6,0
11074,Graduation,85072.0,0,0,494,92,3,10,0
10150,Graduation,86429.0,0,0,464,28,7,7,1
1968,Graduation,45684.0,1,0,5,1,1,2,0
6534,Graduation,47889.0,1,0,29,0,2,3,0
9485,PhD,45921.0,0,0,102,9,2,6,0
7053,PhD,78420.0,0,0,604,28,3,8,0
4654,Graduation,75114.0,0,0,571,12,3,5,0
9760,PhD,52278.0,0,1,953,0,10,10,1
1048,Master,35641.0,1,0,63,3,3,4,1
10619,Graduation,95529.0,0,0,770,29,7,7,1
9308,Graduation,62820.0,0,0,398,61,3,6,0
10505,Master,73113.0,0,0,741,19,3,7,0
8362,PhD,84169.0,0,0,1478,19,7,6,1
2625,2n Cycle,42607.0,0,1,156,29,3,7,0
4637,PhD,74637.0,0,0,960,64,6,9,0
9972,PhD,46015.0,1,1,38,0,1,3,0
4483,Graduation,72354.0,0,0,315,26,2,6,0
4487,Master,39858.0,1,0,15,20,2,4,1
4988,PhD,34469.0,1,1,19,6,1,4,0
8931,Graduation,83033.0,1,0,812,99,11,10,0
5871,Master,24401.0,0,0,73,28,6,6,0
2008,Graduation,77583.0,0,0,372,23,4,9,0
3139,2n Cycle,74116.0,0,0,871,111,4,10,0
10037,Graduation,74293.0,0,0,375,152,5,6,0
10673,PhD,68397.0,0,1,760,80,6,5,0
5303,PhD,79632.0,0,0,471,0,6,9,0
538,Graduation,46107.0,1,0,31,9,1,4,0
7922,PhD,64950.0,0,1,819,0,11,10,0
5692,Basic,25443.0,1,0,1,4,1,3,0
4843,Graduation,75127.0,0,0,203,35,2,5,0
6383,PhD,32892.0,1,0,26,0,3,3,0
1628,Graduation,71796.0,0,0,354,21,9,4,0
1204,PhD,67536.0,0,1,1253,0,11,11,0
3673,Graduation,55239.0,0,1,371,17,7,11,0
760,PhD,60554.0,1,0,588,7,8,9,0
8957,2n Cycle,64831.0,1,1,480,86,6,5,0
4128,PhD,56067.0,0,1,517,12,7,7,0
6810,Graduation,82025.0,0,0,267,98,3,6,1
5386,Graduation,94384.0,0,0,1111,24,5,5,1
8700,Basic,14906.0,0,0,7,7,2,3,0
3202,PhD,51563.0,0,0,1166,0,4,10,0
1328,2n Cycle,57937.0,0,1,261,42,4,9,0
8405,Graduation,68274.0,1,1,135,25,4,5,0
6515,Graduation,39771.0,1,0,6,2,2,3,0
2882,2n Cycle,67893.0,0,1,711,28,3,9,0
7574,PhD,27922.0,1,0,11,0,2,3,0
6387,PhD,52190.0,1,1,42,0,2,3,0
5320,Master,44051.0,1,1,79,7,3,4,1
5048,PhD,42767.0,2,0,20,6,3,2,0
8146,Master,46106.0,1,1,30,0,1,2,0
10031,PhD,16927.0,1,1,20,2,3,4,0
5748,Graduation,59754.0,0,1,115,27,5,6,1
2134,Graduation,53700.0,0,1,263,5,5,8,0
1523,Graduation,59041.0,1,1,69,2,2,4,0
9665,PhD,54237.0,0,1,267,3,5,5,0
4640,Graduation,70647.0,0,1,561,85,4,13,0
3635,PhD,52597.0,0,1,492,0,6,8,0
3547,Master,41021.0,1,0,14,7,2,3,1
2456,PhD,40233.0,0,1,80,4,2,5,0
5633,Graduation,50183.0,1,1,97,12,3,6,0
7801,Graduation,54753.0,0,1,197,107,5,11,0
10489,Graduation,92955.0,0,0,693,21,6,9,1
7011,Graduation,33471.0,1,0,43,2,3,4,0
2620,PhD,34596.0,1,0,14,0,1,2,1
3933,Graduation,44010.0,1,0,186,36,10,6,0
10981,Graduation,84219.0,0,0,434,137,3,10,0
1734,PhD,40706.0,2,1,59,0,3,4,0
10995,2n Cycle,15716.0,1,0,16,5,3,4,0
6357,2n Cycle,59052.0,0,1,230,35,7,7,0
9209,Master,80573.0,0,0,829,138,4,13,0
10286,Graduation,83715.0,0,0,318,8,2,13,0
2611,Master,82576.0,0,0,1206,55,2,12,0
1600,Master,56962.0,2,1,292,3,6,5,0
3308,Graduation,35704.0,1,1,30,9,2,4,0
5407,Graduation,53103.0,0,1,729,17,10,7,0
2166,2n Cycle,46779.0,1,1,12,1,0,2,0
3955,Graduation,4861.0,0,0,2,1,0,0,0
6634,Master,33462.0,1,0,22,3,2,3,0
3056,Graduation,63693.0,0,1,587,43,11,9,0
5718,Graduation,80763.0,0,0,674,168,5,6,1
6872,PhD,65352.0,0,1,284,3,4,8,0
8164,PhD,82170.0,0,0,1023,93,5,7,0
4580,Graduation,75759.0,0,0,1394,22,9,9,1
9305,2n Cycle,79689.0,0,0,311,26,4,13,0
453,PhD,35340.0,1,1,27,0,2,3,0
8545,Graduation,85683.0,0,0,1296,17,2,10,1
9850,2n Cycle,24884.0,1,0,3,6,0,3,0
7378,Master,42021.0,1,0,393,5,10,6,0
7646,Graduation,64449.0,1,0,218,63,5,12,0
1640,Graduation,64587.0,1,1,66,0,1,4,0
5184,Graduation,34824.0,0,0,4,2,1,2,0
8492,Graduation,75437.0,0,0,795,0,8,10,0
11188,Graduation,26091.0,1,1,15,10,2,3,0
1212,Graduation,52845.0,1,0,384,25,8,6,0
9097,Graduation,46086.0,0,1,244,8,3,8,0
10473,PhD,78028.0,0,1,158,19,6,9,1
7962,PhD,95169.0,0,0,1285,21,4,4,1
9984,2n Cycle,56337.0,1,1,349,16,8,4,1
5527,Graduation,22434.0,1,0,4,12,2,3,0
6374,PhD,36930.0,0,1,223,2,5,4,0
7453,Graduation,36130.0,0,1,157,43,3,4,1
8952,Master,65569.0,0,1,397,46,6,10,0
241,Graduation,83844.0,0,0,901,31,4,11,0
8975,Graduation,19514.0,1,1,14,3,3,2,0
6119,PhD,36736.0,1,1,10,0,1,2,0
5236,Graduation,77568.0,0,1,1230,0,10,8,0
5723,PhD,49187.0,0,1,81,1,1,5,0
1710,Graduation,30168.0,1,0,154,20,6,4,0
1970,Master,34053.0,0,1,63,0,3,3,0
5313,Master,38196.0,1,1,30,0,2,4,0
10634,Master,59412.0,0,0,90,67,4,8,0
7010,2n Cycle,70924.0,0,0,635,114,6,7,0
8562,Graduation,54165.0,0,0,127,4,2,7,0
3158,Graduation,32300.0,1,0,13,3,1,3,0
4436,Graduation,20180.0,0,0,18,42,2,4,0
5287,Graduation,34961.0,1,0,45,2,3,3,0
2445,PhD,28440.0,1,0,38,1,2,3,0
6059,PhD,64504.0,1,2,986,36,11,4,1
4550,Master,33564.0,0,1,61,0,1,3,0
4240,Graduation,17345.0,1,0,4,9,2,2,0
8911,PhD,56320.0,0,1,201,53,5,9,0
3706,Graduation,28647.0,1,0,19,8,2,2,1
3628,Basic,15038.0,1,0,4,8,2,2,0
10175,PhD,32173.0,0,1,18,0,1,3,0
8985,2n Cycle,68316.0,0,1,806,80,10,10,0
5204,Graduation,74538.0,0,0,380,98,8,5,1
9220,Graduation,91700.0,0,0,576,172,8,5,1
9888,Graduation,68695.0,0,0,458,81,4,7,0
5263,2n Cycle,31056.0,1,0,5,10,1,3,0
1020,Graduation,79593.0,0,0,350,60,5,7,0
9503,Graduation,28071.0,0,0,39,33,5,5,0
10613,PhD,37334.0,1,1,26,1,3,4,0
67,Master,46423.0,1,1,68,0,2,4,0
6019,PhD,37126.0,1,0,45,3,1,2,1
5863,Graduation,47703.0,0,1,359,0,6,8,0
3717,Graduation,61180.0,0,1,403,24,5,6,0
6730,Graduation,38998.0,1,1,34,1,2,3,0
10749,Graduation,8028.0,0,0,73,18,0,0,0
4998,Graduation,76081.0,0,0,292,30,4,4,0
6287,Graduation,34728.0,1,0,14,0,1,2,1
5985,Master,33168.0,0,1,80,1,2,4,0
4754,Master,33585.0,0,1,30,11,2,4,0
4002,PhD,77037.0,0,1,463,96,7,12,0
8870,Graduation,35196.0,1,0,75,12,6,5,1
